start	end	text
18220	19040	Quando
19040	19720	o
19720	19740	nosso
19740	20000	filho
20000	20880	crescer
20880	21580	eu
21580	21960	vou-lhe
21960	22880	dizer
22880	23080	que
23080	23520	te
23520	24260	conheci
24260	24280	num
24280	24780	dia
24780	25440	de
25440	25540	sol,
25540	26380	que
26380	26560	o
26560	26960	teu
26960	27280	olhar
27280	27600	me
27600	28640	prendeu
28640	29060	e
29060	29320	eu
29320	29560	vi
29560	29960	o
29960	30380	céu
30380	31000	em
31000	31200	tudo
31200	32040	que
32040	32060	estava
32060	32280	ao
32280	32300	meu
32300	33200	redor,
33720	33840	que
33840	34540	pegaste
34540	34900	na
34900	35240	minha
35240	35760	mão
35760	36380	naquel
36380	36780	fim
36780	37120	de
37120	37740	verão
37740	37960	e
37960	38140	me
38140	38740	levaste
38740	38960	a
38960	39840	jantar,
40890	41670	ficaste
41670	42010	com
42010	42170	o
42170	42390	meu
42390	43310	coração
43310	43630	e
43630	44010	como
44010	44410	numa
44410	45230	canção
45230	46230	fizeste-me
46230	47410	adorar,
64700	64980	que
64980	65120	soube
65120	65240	que
65240	65480	era
65480	66060	amor
66060	66400	para
66400	66760	a
66760	66960	vida
66960	68220	toda,
68620	68780	que
68780	69040	era
69040	69740	contigo
69740	70000	a
70000	70180	minha
70180	70660	vida
70660	71940	toda,
71980	72680	que
72680	72820	era
72820	72900	um
72900	73520	amor
73520	74120	para
74120	74400	a
74400	74580	vida
74580	76140	toda.
78710	79110	Quando
79110	80070	ele
80070	80090	ficar
80090	80850	maior
80850	81210	e
81210	81450	quiser
81450	82030	saber
82030	82930	melhor
82930	83650	como
83650	84930	é
84930	84950	que
84950	84970	veio
84970	84990	ao
84990	85790	mundo,
86030	86410	eu
86410	86850	vou-lhe
86850	87450	dizer,
87790	87810	com
87810	88250	amor,
88830	88870	que
88870	88970	sonhei
88970	89350	ao
89350	89510	por
89510	90290	menor,
90290	90970	que
90970	91590	era
91590	91610	o
91610	91630	meu
91630	92310	desejo
92310	93230	profundo,
94030	94150	que
94150	94590	tinhas
94590	95050	os
95050	95130	olhos
95130	95290	em
95290	96070	água
96070	96410	quando
96410	97090	cheguei
97090	97130	a
97130	97850	casa
97850	97870	e
97870	98210	te
98210	98530	dei
98530	98550	a
98550	98950	boa
98950	99870	nova,
100950	101090	e
101090	101130	o
101130	101530	que
101530	101650	já
101650	102010	era
102010	102350	bom
102350	102850	ganhou
102850	103630	asas,
103770	103790	e
103790	103890	eu
103890	105090	soube
105090	105290	de
105290	105450	caras
105450	105690	que
105690	105730	era
105730	106670	para
106670	106690	a
106690	106710	vida
106710	107970	toda,
125130	125270	que
125270	125450	era
125450	125930	amor
125930	126550	para
126550	126750	a
126750	126910	vida
126910	128190	toda,
128930	128950	que
128950	129010	era
129010	129730	contigo
129730	130130	a
130130	130150	minha
130150	130610	vida
130610	131870	toda,
132450	132570	que
132570	132710	era
132710	132910	um
132910	133450	amor
133450	134070	para
134070	134270	a
134270	134510	vida
134510	136190	toda.
157290	160210	Que
160940	161180	os
161180	161460	pais
161460	162060	tiveram
162060	162520	sempre
162520	163480	casados
163480	163740	e
163740	164280	ternos
164280	165360	namorados
165360	165620	e
165620	166340	vieram
166340	167340	convair,
167960	168100	que
168100	169040	ali
169040	170100	dissemos
170100	170260	que
170260	170520	era
170520	170920	amor
170920	171460	para
171460	171760	a
171760	171920	vida
171920	173040	toda,
173650	173670	que
173670	174090	foi
174090	174710	contigo
174710	174850	a
174850	175090	minha
175090	175790	vida
175790	176870	toda,
177410	177430	que
177430	177770	era
177770	177850	um
177850	178430	amor
178430	179230	para
179230	179350	a
179350	179390	vida
179390	181350	toda.
188810	188830	Que
188830	188930	os
188930	188950	pais
188950	191190	tiveram
191190	191830	sempre
191830	194650	casados
194650	194670	e
194670	194690	vieram
194690	195470	convair,
214530	214590	que
214590	215030	ali
215030	215050	dissemos
215050	215430	que
215430	215450	era
215450	215850	amor
215850	216410	para
216410	216630	a
216630	216950	vida
216950	218030	toda,
218810	218830	que
218830	219070	foi
219070	219670	contigo
219670	220090	a
220090	220110	minha
220110	220770	vida
220770	221950	toda,
222270	222450	que
222450	222790	era
222790	222830	um
222830	223410	amor
223410	224350	para
224350	225390	a
225390	225530	vida
225530	226270	toda.
