Life,32.215,32.575
will,32.655,32.935
come,32.995,33.636
our,33.896,34.216
way,34.256,34.936
It,34.956,34.996
has,35.557,35.917
only,36.317,36.637
just,36.697,37.217
begun,37.257,38.018
The,38.038,38.098
world,38.118,38.958
will,39.038,39.759
die,39.819,40.399
alone,40.459,41.319
The,41.9,42.02
frame,42.1,42.58
will,42.6,42.76
fall,42.86,43.44
below,43.48,44.501
Time,44.601,44.941
will,45.021,45.341
take,45.421,45.862
our,46.142,46.362
place,46.442,47.322
We,47.762,47.963
will,48.063,48.303
turn,48.343,48.943
it,48.983,49.063
back,49.143,49.603
to,49.643,49.763
one,50.264,50.404
Come,51.404,51.965
before,52.005,52.705
the,52.765,52.865
code,52.925,53.706
The,53.726,53.786
long,54.546,55.107
and,55.167,55.227
long,55.287,55.827
road,55.987,56.848
Look,57.608,57.988
for,58.189,58.529
the,58.549,58.709
light,58.949,59.429
that,59.709,60.37
leads,60.51,61.15
me,61.27,61.931
home,62.051,63.232
Tired,63.252,63.672
of,63.772,63.872
feeling,64.012,65.053
lost,65.133,65.893
Tired,66.294,66.774
of,66.914,67.034
letting,67.114,68.155
go,68.235,69.075
Turn,69.396,69.816
the,69.836,70.116
whole,70.156,70.696
world,70.776,71.277
down,71.357,71.977
Turn,71.997,72.077
the,72.518,72.898
whole,72.938,73.818
world,73.878,74.339
down,74.439,75.72
Thelio!,77.727,79.111
Drive,87.83,88.331
the,88.411,88.611
cloud,88.731,89.372
away,89.652,90.613
We,90.633,91.193
will,91.273,91.554
fall,91.654,92.214
from,92.254,92.434
last,92.494,92.975
to,93.035,93.736
none,93.756,93.836
The,94.576,94.696
dawn,94.777,95.297
before,95.337,96.058
the,96.118,96.238
dawn,96.298,97.039
The,97.059,97.119
war,97.659,97.799
will,97.859,98.54
carry,98.66,99.461
on,99.981,100.202
Look,100.222,100.302
for,100.982,101.403
the,101.943,102.123
light,102.324,102.804
that,103.084,103.545
leads,103.845,104.526
me,104.626,105.246
Tired,105.426,106.087
of,107.148,107.228
feeling,107.368,108.409
lost,108.509,109.25
Tired,109.67,110.171
of,110.271,110.371
letting,110.451,111.532
go,111.592,111.692
Tear,112.733,113.153
the,113.213,113.453
whole,113.513,114.054
world,114.134,114.634
down,114.694,115.314
Tear,115.334,115.414
the,115.854,116.234
whole,116.275,117.155
world,117.215,117.715
down,117.775,118.936
Light,118.956,119.316
of,119.356,119.616
wasted,119.716,120.776
breath,120.876,121.557
Tired,122.017,122.757
of,123.137,123.177
nothing,123.257,123.898
left,123.938,124.778
Tear,125.178,125.558
the,125.598,125.838
whole,125.918,126.459
world,126.539,127.019
down,127.079,127.679
Tear,127.699,128.64
the,128.68,128.94
whole,129.0,129.52
world,129.6,130.1
down,130.16,132.201
Failure,133.642,135.202
Tired,153.012,153.472
of,153.572,153.672
feeling,153.812,154.832
lost,154.912,155.633
Tired,156.093,156.593
of,156.693,156.833
letting,156.893,157.953
go,158.033,158.833
Tear,159.013,159.594
the,159.634,159.914
whole,159.974,160.474
world,160.574,161.094
down,161.154,161.794
Tear,161.814,161.894
the,162.314,162.694
whole,162.714,163.574
world,163.674,164.155
down,164.215,165.375
Tired,165.435,165.815
of,165.875,166.035
wasted,166.155,167.195
breath,167.315,167.996
Tired,168.476,168.936
of,169.016,169.196
nothing,169.336,170.316
else,170.336,171.256
Tear,171.416,171.996
the,172.016,172.297
whole,172.377,172.877
world,172.977,173.457
down,173.537,174.057
Turn,174.697,175.037
the,175.117,175.398
whole,175.458,175.898
world,176.018,176.478
down,176.618,176.899
We,176.919,177.039
bury,177.099,177.679
the,177.799,178.019
sunlight,178.159,179.64
We,179.74,180.001
bury,180.361,180.781
the,180.901,181.101
sunlight,181.241,183.123
Failure,183.223,186.125
Failure,186.325,188.946
We,189.067,189.307
bury,189.427,190.087
the,190.207,190.387
sunlight,190.547,192.048
We,192.129,192.389
bury,192.509,193.209
the,193.309,193.489
sunlight,193.65,194.99
Failure,195.611,196.551
Failure,196.772,199.173
Let's,204.703,204.824
tell,204.904,206.228
you.,206.428,207.471
