Finished,12.12,12.721
with,12.781,13.042
my,13.102,13.362
woman,13.483,14.164
cause,14.204,14.765
she,14.785,14.946
couldn't,14.986,15.627
help,15.667,15.947
me,16.008,16.428
with,16.489,16.669
my,16.729,17.01
life.,17.11,17.47
People,17.49,18.052
think,18.072,18.252
I'm,18.292,18.833
insane,19.054,20.256
because,20.296,20.817
I,21.037,21.138
am,21.278,21.518
drowning,21.558,22.34
all,22.54,22.62
the,22.64,22.881
time.,23.061,23.622
All,35.673,35.813
day,35.853,36.054
long,36.134,36.515
I,36.715,36.895
think,36.935,37.236
of,37.376,37.636
things,37.656,37.997
but,38.037,38.297
nothing,38.498,39.079
seems,39.119,39.419
to,39.499,39.94
satisfy.,39.98,41.082
Think,41.382,41.583
I'll,41.763,42.003
lose,42.043,42.284
my,42.364,43.125
mind,43.145,43.366
if,43.666,43.766
I,43.826,43.866
don't,43.886,44.167
find,44.187,44.588
something,44.608,45.289
to,45.329,45.529
satisfy.,45.569,45.95
Can,48.671,48.991
you,49.011,49.192
help,49.252,50.133
me?,50.153,50.193
Can't,51.574,51.895
you,51.955,52.315
burn,52.415,54.157
my,54.177,54.217
brain?,55.278,56.039
"Oh,",56.059,56.119
yeah.,56.179,57.121
I,70.962,71.022
need,71.042,71.403
someone,71.423,72.124
to,72.144,72.384
show,72.444,72.845
me,72.905,73.225
the,73.445,74.026
things,74.046,74.467
in,74.607,74.687
life,74.707,74.807
that,74.847,75.127
I,75.308,75.468
can,75.508,75.928
find.,75.968,76.369
I,76.85,76.93
can,76.99,77.25
see,77.31,77.671
the,77.711,78.031
things,78.071,78.411
that,78.452,78.672
make,78.872,79.152
true,79.172,79.593
happiness.,79.633,80.674
I,80.995,81.175
must,81.215,81.375
be,81.395,81.455
blind.,81.495,81.776
Make,117.716,117.956
a,118.117,118.277
joke,118.337,118.677
and,118.838,119.038
I,119.238,119.398
will,119.458,119.759
sigh,119.839,120.359
and,120.379,120.52
you,120.6,120.8
will,120.96,121.241
laugh,121.381,121.961
and,122.182,122.382
I,122.402,122.422
will,122.442,122.702
cry.,122.782,123.243
Happiness,123.624,124.525
"again,",124.885,125.326
I,125.466,125.546
feel,125.666,126.026
like,126.067,126.487
love,126.547,126.767
to,126.848,127.068
me,127.188,127.528
is,127.749,127.969
so,128.049,128.51
unreal.,128.61,129.09
And,141.344,141.504
so,141.544,141.744
I,142.105,142.205
should,142.245,142.645
hear,142.685,142.926
these,142.966,143.246
words,143.326,143.706
telling,143.786,144.367
you,144.467,144.787
now,144.867,145.408
of,145.668,145.828
my,145.908,146.369
state.,146.389,146.789
I,147.23,147.35
tell,147.39,147.69
you,147.77,148.09
to,148.13,148.451
enjoy,148.651,149.231
life.,149.291,149.612
I,149.772,150.052
wish,150.112,150.312
I,150.332,150.372
could,150.392,150.773
burn,150.793,150.993
a,151.053,151.113
new,151.153,151.333
light.,151.554,151.874
