Life,32.215,32.576
will,32.656,32.936
come,32.996,33.637
our,33.898,34.118
way,34.258,34.899
It,34.919,34.959
has,35.54,35.981
only,36.321,36.642
just,36.702,37.223
begun,37.263,38.024
The,38.044,38.104
world,38.124,38.965
will,39.025,39.786
die,39.826,40.427
alone,40.467,41.268
The,41.909,42.009
thrill,42.11,42.55
will,42.57,42.751
fall,42.871,43.432
below.,43.472,44.513
Time,44.594,44.954
will,45.014,45.335
take,45.415,45.876
our,46.156,46.336
place.,46.457,47.338
We,47.739,47.999
return,48.079,48.961
it,48.981,49.021
back,49.141,49.642
to,49.662,49.742
one.,50.243,50.403
The,51.224,51.344
calm,51.404,51.964
before,51.984,52.725
the,52.765,52.865
cold,52.925,53.705
The,53.725,53.785
long,53.805,54.465
and,54.905,55.125
long,55.285,55.806
road,55.986,56.946
Look,57.626,57.986
for,58.186,58.526
the,58.547,58.707
light,58.947,59.427
that,59.707,60.327
leads,60.487,61.147
me,61.267,61.908
home,62.048,63.208
Tired,63.228,63.668
of,63.768,63.868
feeling,64.008,65.029
lost,65.129,65.809
Time,66.289,66.71
of,66.87,67.01
letting,67.09,68.111
go,68.211,69.052
Tear,69.373,69.813
the,69.853,69.993
whole,70.173,70.694
world,70.774,71.295
down,71.355,71.955
Tear,71.975,72.055
the,72.496,72.896
whole,72.956,73.797
world,73.877,74.358
down,74.418,75.699
Thelio!,77.727,79.111
Drive,87.83,88.33
the,88.41,88.631
cloud,88.731,89.371
away,89.651,90.612
We,91.152,91.212
will,91.272,91.552
fall,91.652,92.193
from,92.253,92.433
last,92.493,92.973
to,93.013,93.133
none,93.213,93.714
The,93.734,93.794
time,93.814,94.694
before,95.195,96.075
the,96.115,96.235
tongue,96.295,97.036
The,97.056,97.116
war,97.636,97.776
will,97.836,98.557
carry,98.657,99.457
on,99.978,100.078
Look,100.978,101.419
for,101.519,101.899
the,101.919,102.12
light,102.32,102.841
that,103.081,103.522
leads,103.842,104.523
me,104.623,105.244
forward,105.404,106.105
Tired,106.565,107.046
of,107.126,107.206
feeling,107.366,108.388
lost,108.488,109.249
Tired,109.669,110.21
of,110.23,110.37
letting,110.45,111.512
go,111.592,112.253
Tear,112.713,113.153
the,113.193,113.453
whole,113.533,114.033
world,114.114,114.634
down,114.694,115.334
Tear,115.354,116.234
the,116.274,116.554
whole,116.634,117.135
world,117.215,117.715
down,117.775,118.935
Light,118.955,119.315
of,119.415,119.615
wasted,119.715,120.756
breath,120.876,121.536
Tired,122.016,122.736
of,122.756,122.796
nothing,122.856,123.877
left,123.937,124.777
Tear,125.177,125.557
the,125.597,125.837
whole,125.917,126.438
world,126.498,126.998
down,127.078,127.478
Tear,128.238,128.619
the,128.659,128.939
whole,128.999,129.519
world,129.619,130.019
down,130.139,132.12
Failure,133.541,136.583
Tired,153.032,153.473
of,153.573,153.653
feeling,153.813,154.814
"lost,",154.914,155.615
tired,156.096,156.576
of,156.717,156.837
letting,156.897,157.958
"go,",158.038,158.859
tear,159.18,159.62
the,159.66,159.82
whole,159.961,160.481
world,160.581,161.062
"down,",161.162,161.843
tear,161.863,162.704
the,162.744,163.024
whole,163.084,163.585
world,163.685,164.126
down.,164.226,165.127
Tired,165.407,165.788
of,165.868,166.028
wasted,166.108,167.209
breath,167.309,168.01
Tired,168.491,168.951
of,169.011,169.211
nothing,169.311,170.333
else,170.973,171.254
Tear,171.614,171.974
the,172.014,172.315
whole,172.375,172.835
world,172.955,173.476
down,173.556,174.057
Turn,174.697,175.058
the,175.098,175.398
whole,175.438,175.919
world,176.019,176.499
down,176.619,177.04
We,177.08,177.22
bury,177.26,177.701
the,177.841,178.021
sunlight,178.161,179.683
We,179.743,180.023
bury,180.103,180.784
the,180.924,181.084
sunlight,181.245,182.326
We,182.346,182.646
fail,182.666,182.907
you,183.027,183.888
"Failure,",186.31,188.794
we,189.054,189.315
bury,189.415,190.116
the,190.196,190.396
"sunlight,",190.536,192.038
we,192.119,192.379
bury,192.399,193.2
the,193.3,193.501
sunlight,193.641,195.003
"Failure,",195.604,196.525
failure,196.765,198.227
Tell,200.931,201.854
me,201.914,202.255
all,204.763,204.843
