lyric_word,time,ref_word,start,end
 twentyfive,29.6,Twenty-five,29.987,30.487
trying,33.2,Trying,33.148,33.648
hope ,36.81,hope,36.649,38.99
destination,40.39,destination,39.49,43.971
realized,43.99,realized,44.031,44.572
world  ,47.58,world,47.613,47.833
man ,50.73,man,50.934,53.634
means ,54.77,means,54.575,55.115
cry,58.33,cry,58.268,58.709
get,61.92,get,61.911,62.271
 I,65.52,"I,",65.334,66.094
peculiar,69.13,peculiar,68.696,69.557
wake,72.7,wake,72.659,73.099
take,76.27,take,76.261,76.542
scream,79.85,scream,80.224,80.504
on ,83.4,on,83.246,83.687
hey,86.92,,,
hey,90.5,"hey,",88.791,90.491
hey ,94.05,"hey,",93.652,93.792
on ,97.61,,,
hey,101.12,,,
hey,104.69,,,
hey ,108.22,,,
on ,111.77,,,
try,143.89,,,
try,147.45,try,147.179,147.499
time,151.02,time,151.06,152.981
institution,154.6,institution,153.741,154.702
pray ,158.16,pray,157.883,159.944
pray ,161.75,pray,161.524,163.285
day,165.34,day,165.086,165.446
revolution,168.92,,,
cry,172.45,crazy,172.391,173.292
get,176.02,get,175.973,176.333
 I,179.56,"I,",179.174,180.195
peculiar,183.08,peculiar,182.636,183.556
wake,186.61,wake,186.618,187.038
take,190.15,take,190.219,190.399
scream,193.67,scream,194.061,194.321
on ,197.22,on?,197.423,197.883
hey,200.73,"hey,",200.335,200.695
hey,204.28,"hey,",204.276,204.976
hey ,207.81,"hey,",207.657,207.957
on ,211.36,,,
hey,214.85,"hey,",214.458,214.798
hey,218.37,"hey,",218.379,219.059
hey ,221.88,"hey,",221.64,221.7
on ,225.4,,,
hey,228.94,,,
hey,232.48,,,
hey ,235.99,"hey,",235.657,235.757
on ,239.51,,,
hey,243.02,"hey,",242.423,242.664
hey,246.57,,,
hey ,250.1,,,
on ,253.65,,,
 twentyfive,272.37,,,
trying,276.55,Trying,276.539,277.059
hope ,280.76,hope,280.542,280.923
destination,285.02,destination,283.724,284.768
