lyric_word,time,ref_word,start,end
 twentyfive,29.6,,,
trying,33.2,Trying,33.171,33.611
hope ,36.81,hope,36.695,37.035
destination,40.39,destination,39.518,41.019
realized,43.99,realized,43.983,44.544
world  ,47.58,world,47.407,47.767
man ,50.73,,,
means ,54.77,means.,54.594,55.015
cry,58.33,,,
get,61.92,get,61.895,62.175
 I,65.52,,,
peculiar,69.13,peculiar,68.726,69.607
wake,72.7,wake,72.636,72.916
take,76.27,take,76.259,76.54
scream,79.85,scream,80.223,80.483
on ,83.4,on?,83.566,83.666
hey,86.92,"hey,",86.971,88.573
hey,90.5,"hey,",89.894,90.354
hey ,94.05,"hey,",93.878,94.418
on ,97.61,on?,97.781,97.882
hey,101.12,"hey,",101.204,101.985
hey,104.69,"hey,",104.668,105.569
hey ,108.22,,,
on ,111.77,,,
try,143.89,try.,143.624,143.944
try,147.45,try,147.18,147.821
time,151.02,time,150.746,151.126
institution,154.6,,,
pray ,158.16,,,
pray ,161.75,pray!,161.508,162.23
day,165.34,,,
revolution,168.92,revolution!,168.022,170.227
cry,172.45,crazy,172.392,173.152
get,176.02,get,175.995,176.275
 I,179.56,,,
peculiar,183.08,peculiar,182.702,183.542
wake,186.61,,,
take,190.15,take,190.118,190.398
scream,193.67,scream,194.04,194.32
on ,197.22,,,
hey,200.73,,,
hey,204.28,"hey,",203.602,204.063
hey ,207.81,"hey,",207.649,208.23
on ,211.36,on?,211.555,211.655
hey,214.85,,,
hey,218.37,"hey,",217.709,218.109
hey ,221.88,,,
on ,225.4,,,
hey,228.94,"hey,",228.951,230.613
hey,232.48,"hey,",231.394,232.315
hey ,235.99,"hey,",235.858,236.399
on ,239.51,on?,239.702,239.803
hey,243.02,"hey,",243.04,244.602
hey,246.57,"hey,",245.883,246.284
hey ,250.1,hey.,249.988,250.409
on ,253.65,on?,253.853,253.974
 twentyfive,272.37,,,
trying,276.55,Trying,276.56,277.02
hope ,280.76,hope,280.583,280.903
destination,285.02,destination,283.985,285.19
