start	end	text
10990	11430	Que
11430	11850	mais
11850	12050	tem
12050	12270	de
12270	13270	acontecer
13270	13430	no
13430	14750	mundo
16010	16750	para
16750	17070	inverter
17070	17270	o
17270	17470	teu
17470	18250	coração
18250	18310	para
18310	18830	mim?
21350	21370	Que
21370	22110	quantidade
22110	22430	de
22430	22830	lágrimas
22830	23110	devo
23110	23670	deixar
23670	24390	cair?
24830	24850	Que
24850	25350	flor
25350	25590	tem
25590	25830	que
25830	26470	nascer
26470	27050	para
27050	27730	ganhar
27730	27750	o
27750	27810	teu
27810	28310	amor?
31290	31790	Por
31790	31870	esse
31870	32310	amor,
32510	32530	meu
32530	32850	Deus,
33210	33230	eu
33230	33870	ofeço
33870	34790	tudo.
36370	36390	Te
36390	36710	clamo
36710	37070	os
37070	37470	poemas
37470	37790	mais
37790	38550	lindos
38550	39010	do
39010	39710	universo.
41220	41480	A
41480	42180	ver
42180	42280	se
42280	42460	te
42460	43900	convenço
43900	44640	que
44640	44940	a
44940	44960	minha
44960	46000	alma
46000	47480	nasceu
47480	48080	para
48080	48580	ti.
50930	51850	Será
51850	52030	preciso
52030	52470	um
52470	53970	milagre
55530	56170	para
56170	56230	que
56230	56550	o
56550	56570	meu
56570	57330	coração
57330	58070	se
58070	58810	alegre.
60940	61320	Juro,
61620	61760	não
61760	61960	vou
61960	62860	desistir,
63700	63740	faça
63740	64600	chuva,
64760	65100	faça
65100	65680	sol,
66120	66240	porque
66240	66340	eu
66340	66940	preciso
66940	67120	de
67120	67780	ti
67780	68160	para
68160	68720	seguir.
69660	70060	Quem
70060	70420	me
70420	71000	dera
71000	73080	abraçar-te
73080	73140	no
73140	73900	outono,
74020	74300	no
74300	74600	verão
74600	74980	e
74980	76530	primavera.
77200	77820	Quisa
77820	78180	viver
78180	79120	além
79120	79280	um
79280	80320	quimera,
82040	82440	herdar
82440	82820	a
82820	83200	sorte
83200	83520	e
83520	83840	ganhar
83840	84400	teu
84400	85280	coração.
110060	111220	Será
111220	111500	preciso
111500	111940	uma
111940	113680	tempestade
114770	115540	para
115540	116360	perceber-se
116360	116520	que
116520	116600	o
116600	116620	meu
116620	117120	amor
117120	117280	é
117280	117300	de
117300	117320	verdade.
120450	120470	Te
120470	120850	procuro
120850	121110	nos
121110	121570	autodosos
121570	122590	da
122590	122610	cidade,
122930	123510	nas
123510	123570	luzes
123570	123990	dos
123990	124810	faróis,
125370	125670	nos
125670	125930	meros
125930	126650	mortais
126650	127090	como
127090	127110	nós.
129770	130090	O
130090	130510	meu
130510	131610	amor
131610	131630	é
131630	132590	puro,
134920	135020	é
135020	135160	tão
135160	135560	grande
135560	135720	e
135720	136460	resistente
136460	136900	como
136900	137060	um
137060	137080	bandeiro.
137140	138880	Por
139570	140060	ti
140060	140260	eu
140260	140600	vou
140600	141140	onde
141140	141760	nunca
141760	143280	iria,
143880	143940	por
143940	144880	ti
144880	145140	eu
145140	145520	sou
145520	145780	o
145780	145840	que
145840	146160	nunca
146160	146280	seria.
148300	148920	Quem
148920	149180	me
149180	150580	dera
150580	152020	abraçar-te
152020	152220	no
152220	152960	outono,
153160	153260	no
153260	153680	verão
153680	153800	e
153800	154280	primavera.
156160	156720	Quisa
156720	157360	viver
157360	158220	além
158220	158380	um
158380	159440	quimera,
161240	161640	herdar
161640	162000	a
162000	162400	sorte
162400	162640	e
162640	162980	ganhar
162980	163000	teu
163000	163020	coração.
169730	169750	Quem
169750	169770	me
169770	169950	dera
169950	171850	abraçar-te
171850	172130	no
172130	172930	outono,
172930	172950	no
172950	173570	verão
173570	173930	e
173930	174990	primavera.
177850	177870	Quisa
177870	177890	viver
177890	178190	além
178190	178350	um
178350	179530	quimera,
181030	181470	herdar
181470	181790	a
181790	182290	sorte
182290	182550	e
182550	183030	ganhar
183030	184050	teu
185580	186940	coração.
228270	228290	Quem
228290	228650	me
228650	229750	dera
229750	231670	abraçar-te
231670	231910	no
231910	232850	outono,
232930	233170	no
233780	234000	verão
234000	234140	e
234140	234980	primavera.
