start	end	text
10990	18830	Que mais tem de acontecer no mundo para inverter o teu coração para mim?
21350	28310	Que quantidade de lágrimas devo deixar cair? Que flor tem que nascer para ganhar o teu amor?
31290	39710	Por esse amor, meu Deus, eu ofeço tudo. Te clamo os poemas mais lindos do universo.
41220	48580	A ver se te convenço que a minha alma nasceu para ti.
50930	58810	Será preciso um milagre para que o meu coração se alegre.
60940	68720	Juro, não vou desistir, faça chuva, faça sol, porque eu preciso de ti para seguir.
69660	76530	Quem me dera abraçar-te no outono, no verão e primavera.
77200	85280	Quisa viver além um quimera, herdar a sorte e ganhar teu coração.
110060	117320	Será preciso uma tempestade para perceber-se que o meu amor é de verdade.
120450	127110	Te procuro nos autodosos da cidade, nas luzes dos faróis, nos meros mortais como nós.
129770	137080	O meu amor é puro, é tão grande e resistente como um bandeiro.
137140	146280	Por ti eu vou onde nunca iria, por ti eu sou o que nunca seria.
148300	154280	Quem me dera abraçar-te no outono, no verão e primavera.
156160	163020	Quisa viver além um quimera, herdar a sorte e ganhar teu coração.
169730	174990	Quem me dera abraçar-te no outono, no verão e primavera.
177850	186940	Quisa viver além um quimera, herdar a sorte e ganhar teu coração.
228270	234980	Quem me dera abraçar-te no outono, no verão e primavera.
