start	end	text
18360	20580	Quando o nosso filho crescer
21320	22360	Eu vou-lhe dizer
22680	25220	Que te conheci num dia de sol
26140	28200	Que o teu olhar me prendeu
28200	30020	E eu vi o céu
30260	32880	Em tudo que estava ao meu redor
33660	35580	Que pegaste na minha mão
35580	37360	Naquele fim de verão
37360	39390	E me levaste a jantar
40490	42710	Ficaste com o meu coração
43170	45000	E como numa canção
45000	46630	Fizeste-me adorar
47810	48410	Ali
48690	50610	Eu soube que era amor
50730	52530	Para a vida toda
53570	56390	Que era contigo a minha vida toda
57350	58150	Que era um amor
58190	60050	Para a vida toda
62920	63300	Ali
64400	65600	Eu soube que era amor
65700	67440	Para a vida toda
67900	71380	Que era contigo a minha vida toda
72380	73100	Que era um amor
73180	74960	Para a vida toda
75100	79170	Quando eu vi
79170	80350	Ele ficar maior
80550	82310	E quiser saber melhor
83350	85370	Como é que veio ao mundo
86110	87940	Eu vou-lhe dizer com amor
87940	89970	Que sonhei ao pormenor
90730	93050	Que era o meu desejo profundo
93670	95670	Que tinhas os olhos em água
95810	97380	Quando cheguei a casa
97380	99390	E te dei a boa nova
100650	102170	E o que já era bom
102190	103420	Ganhou asas
103420	105310	E eu soube de caras
105310	107030	Que era para a vida toda
107150	108710	Ali...
109230	110590	Dizemos que era amor
110810	112650	Para a vida toda
113570	116430	Que era contigo a minha vida toda
116610	118130	Que era um amor
118130	120310	Para a vida toda
120810	121680	Ali...
124390	125630	Dizemos que era amor
125850	127730	Para a vida toda
128570	131390	Que era contigo a minha vida toda
132330	133140	Que era um amor
133140	135270	Para a vida toda
138530	140490	Quando ele sair e tiver
141110	142310	A sua mulher
143150	145370	E já poder dividir um teto
145570	148130	Vamos poder vê-lo crescer
148710	149790	Ser o que quiser
150650	153230	E tomar conta dos nossos netos
153330	155870	Um dia já velhinhos cansados
156270	157550	Sempre lado a lado
157570	159030	Ele vai poder contar
160880	163260	Que os pais tiveram sempre casados
163260	165140	Eternos namorados
165140	167140	E vieram provar
167940	168540	Que ali
169360	170740	Dizemos que era amor
171020	172560	Para a vida toda
172640	176330	E que foi contigo a minha vida toda
177290	178110	Que era um amor
178110	180350	Para a vida toda
182910	183710	Ali...
183810	185630	Dizemos que era amor
185770	187610	Para a vida toda
187830	191430	E que foi contigo a minha vida toda
192310	193190	Foi um amor
193250	195310	Para a vida toda
214030	215730	Dizemos que era amor
215850	217690	Para a vida toda
218230	221390	Que era contigo a minha vida toda
222290	223140	Que era um amor
223140	225290	Para a vida toda
225730	230490	Dizemos que era amor
230650	232610	Para a vida toda
233170	236240	Que era contigo a minha vida toda
236460	238180	Que era um amor
238240	240280	Para a vida toda
